,authorid,preferred_name,institution,position,department,start,end,city,country,institution_map
259,~Yi_Ma5,True,Tianjin University,PhD student,,2020.0,2024.0,Taiyuan,CN,Tianjin University of Technology
260,~Xueqi_Cheng1,True,"Institute of Computing Technology, Chinese Academy",Full Professor,,2004.0,,beijing,CN,Institute of Computing Technology
261,~Fernando_Real-Rojas1,True,Universidad Rey Juan Carlos,Undergrad student,,2018.0,,Fuenlabrada,,Universidad Rey Juan Carlos
262,~Jiafei_Wu1,True,Zhejiang Lab,Principal Researcher,,2023.0,,Hangzhou,CN,Zhejiang Lab
263,~Zhendong_Wang1,True,Microsoft,Researcher,,2024.0,,Bellevue,US,Microsoft
264,~Zhendong_Wang1,True,University of Texas at Austin,PhD student,,2020.0,2024.0,Austin,US,The University of Texas at Austin
266,~Henry_Reeve1,True,University of Bristol,Lecturer,,2020.0,2025.0,,GB,University of Bristol
267,~Jiayi_Tian1,True,Alibaba Group,Researcher,,2022.0,2025.0,Beijing,CN,Alibaba Group
268,~Xing_Xi1,True,South China University of Technology,PhD student,,2023.0,2027.0,Guangzhou,CN,South China University of Technology
269,~xizhewang1,True,Beijing University of Aeronautics and Astronautics,MS student,,2022.0,2025.0,beijing,CN,Beihang University
270,~Yuxin_Xiao2,True,Zhejiang University,PhD student,,2023.0,2028.0,Hangzhou,CN,Zhejiang University
271,~Charlie_Tan1,False,University of Oxford,PhD student,,2023.0,,,GB,University of Oxford
272,~Charlie_Tan1,False,InstaDeep,Intern,,2024.0,2024.0,,GB,InstaDeep
273,~Shiyue_Zhang3,True,Peking University,PhD student,,2024.0,2029.0,Beijing,CN,Peking University
274,~Shiyue_Zhang3,True,Peking University,Undergrad student,,2020.0,2024.0,Beijing,CN,Peking University
275,~Necdet_Aybat1,,Pennsylvania State University,Associate Professor,,2011.0,,,,Pennsylvania State University
277,~Wenchao_Xu1,True,The Hong Kong Polytechnic University,Researcher,,2020.0,2025.0,Hong Kong,HK,Hong Kong Polytechnic University
278,~Lenart_Treven1,True,Swiss Federal Institute of Technology,PhD student,,2020.0,2025.0,,,ETH Zurich
280,~Qinghua_Tao1,True,"(ESAT) Department of Electrical Engineering, KU Leuven, Belgium, KU Leuven",Postdoc,,2020.0,2025.0,,BE,KU Leuven
281,~Haoyue_Wang3,True,Massachusetts Institute of Technology,PhD student,,2019.0,2024.0,,,Massachusetts Institute of Technology
282,~Bin_Ren2,True,University of Pisa,PhD student,,2021.0,,Pisa,IT,University of Pisa
283,~Bin_Ren2,True,University of Trento,PhD student,,2021.0,,,IT,University of Trento
284,~Bin_Ren2,True,ETH Zurich,Intern,,2023.0,2024.0,Zurich,CH,ETH Zurich
285,~Xiaoman_Peng1,True,Zhejiang Gongshang University,Undergrad student,,2021.0,2024.0,,,Zhejiang Gongshang University
286,~Jiewen_Chan1,True,National Yang Ming Chiao Tung University,MS student,,2023.0,,,TW,National Yang Ming Chiao Tung University
287,~Debarghya_Mukherjee1,True,"Boston University, Boston University",Assistant Professor,,2023.0,,Boston,US,Boston University
288,~Daniel_Kusuma1,True,Rheinisch Westfälische Technische Hochschule Aachen,MS student,,2023.0,2025.0,Aachen,DE,RWTH Aachen University
289,~Xinyi_HU2,False,The Chinese University of Hong Kong,Postdoc,,2024.0,,Hong Kong,HK,Chinese University of Hong Kong
290,~Xinyi_HU2,False,Department of Computer Science and Engineering,PhD student,,2019.0,2024.0,Shatin,HK,Department of Computer Science
291,~Nicolas_Padoy1,True,University of Strasbourg,Full Professor,,2019.0,,Strasbourg,FR,Université de Strasbourg
292,~Michael_A_Osborne1,False,University of Oxford,Full Professor,,2012.0,,Oxford,GB,University of Oxford
293,~Emanuele_Vivoli1,True,Universidad Autónoma de Barcelona ,PhD student,,2023.0,2026.0,Barcelona ,ES,Universidad Autónoma de Barcelona 
294,~Emanuele_Vivoli1,True,University of Florence,PhD student,,2022.0,2026.0,Florence,IT,University of Florence
295,~Matthew_Walter1,False,Toyota Technological Institute at Chicago,Associate Professor,,2022.0,,Chicago,US,Toyota Technological Institute at Chicago
296,~Aleksandr_Nogikh1,True,Google,Researcher,,2021.0,,,,Google
297,~Xiaojuan_Tang1,True,Peking University,MS student,,2022.0,2026.0,Beijing,CN,Peking University
298,~Ajay_Muthukkumar1,True,University of North Carolina at Chapel Hill,MS student,,2023.0,2027.0,,,University of North Carolina at Chapel Hill
300,~Minhyuk_Sung1,True,Korea Advanced Institute of Science and Technology,Assistant Professor,,2021.0,2024.0,,KR,Korea Advanced Institute of Science and Technology
301,~Qipeng_Guo1,False,Shanghai AI Laboratory,Researcher,,2023.0,,,CN,Shanghai Artificial Intelligence Laboratory
302,~Alex_James_Chan1,True,Convergence Labs Ltd.,Member of Technical Staff,,2024.0,,London,GB,Convergence Labs Ltd.
303,~Alex_James_Chan1,True,University of Cambridge,PhD student,,2020.0,,,GB,University of Cambridge
304,~Alex_James_Chan1,True,Spotify,Researcher,,2024.0,2024.0,,GB,Spotify
305,~Zhenghao_Gan1,True,Shanghai Jiaotong University,Undergrad student,,2020.0,2024.0,China,,Shanghai Jiao Tong University
306,~Sayantan_Choudhury1,True,Johns Hopkins University,PhD student,,2020.0,2025.0,Baltimore,US,Johns Hopkins University
308,~Hyemi_Jang1,True,Seoul National University,PhD student,,2017.0,2024.0,,KR,Seoul National University
309,~Qinliang_Lin2,False,Shenzhen University,MS student,,2021.0,2024.0,,,Shenzhen University
310,~Sai_Bi1,True,Adobe Systems,Researcher,,2021.0,,,US,Adobe Systems
311,~Futoshi_Futami1,False,Osaka University,Lecturer,,2022.0,,,JP,Osaka University
312,~Zexian_Li1,True,Alibaba Group,Researcher,,2023.0,,,CN,Alibaba Group
313,~Liang_Dandan1,True,Shanghai University,Undergrad student,,2020.0,2024.0,,,Shanghai University
314,~Yuzhong_Chen2,True,VISA,Researcher,,2021.0,,foster city,US,VISA
315,~Eszter_Szekely1,True,UKAEA,Researcher,,2024.0,,Culham,GB,UKAEA
316,~Eszter_Szekely1,True,International Higher School for Advanced Studies Trieste,Postdoc,,2021.0,2024.0,,,International Higher School for Advanced Studies Trieste
317,~James_Zou1,False,Stanford University,Associate Professor,,2016.0,2025.0,Palo Alto,US,Stanford University
318,~Ziqi_Gao1,True,Hong Kong University of Science and Technology,PhD student,,2022.0,2027.0,Hong Kong,CN,Hong Kong University of Science and Technology(Guangzhou)
319,~Jiaqi_Zeng1,False,NVIDIA,Researcher,,2023.0,,,US,NVIDIA
320,~Apratim_Bhattacharyya1,True,"Qualcomm Technologies, Inc.",Researcher,,2022.0,,San Diego ,US,Qualcomm AI Research
322,~Chenjie_Cao1,True,Fudan University,Postdoc,,2024.0,,,CN,Fudan University
323,~Chenjie_Cao1,True,Alibaba Group,Researcher,,2024.0,2025.0,Hangzhou,CN,Alibaba Group
324,~Chenjie_Cao1,True,Fudan University,PhD student,,2020.0,2024.0,Shanghai,CN,Fudan University
325,~Carl_Henrik_Ek1,False,University of Cambridge,Associate Professor,,2020.0,,,,University of Cambridge
326,~Krzysztof_Marcin_Choromanski1,True,Google Brain Robotics & Columbia University,research scientist & adjunct assistant professor,,2016.0,,New York,US,Google
328,~Sue_Hyun_Park1,True,Korea Advanced Institute of Science & Technology,MS student,,2023.0,,Seoul,KP,Korea Advanced Institute of Science and Technology
330,~Haizhong_Zheng1,True,University of Michigan,PhD student,,2018.0,2024.0,Ann Arbor,US,University of Michigan - Ann Arbor
331,~George_Ma1,True,"University of California, Berkeley",PhD student,,2024.0,,Berkeley,US,"University of California, Berkeley"
332,~George_Ma1,True,Peking University,Undergrad student,,2020.0,2024.0,Beijing,CN,Peking University
333,~Hu_Xu3,True,Zhejiang University,MS student,,2022.0,,,,Zhejiang University
334,~Huaiyuan_Ying1,True,Tsinghua University,PhD student,,2022.0,2027.0,Beijing,CN,"Tsinghua University, Beijing"
335,~Haiyang_Zheng1,True,University of Trento,PhD student,,2024.0,2027.0,Trento,IT,University of Trento
336,~Christoph_Knochenhauer1,True,Technische Universität München,Assistant Professor,,2023.0,,,,Technical University of Munich
337,~Danil_Akhtiamov1,True,"Deparment of Computing + Mathematical Sciences, California Institute of Technology",PhD student,,2021.0,2027.0,,,California Institute of Technology
338,~Ismail_Ilkan_Ceylan2,False,University of Oxford,Assistant Professor,,2020.0,,,,University of Oxford
339,~Runpeng_Yu2,False,National University of Singapore,PhD student,,2022.0,,Singapore,SG,National University of Singapore
340,~Antonio_Montanaro1,True,Politecnico di Torino,PhD student,,2020.0,2024.0,,,Politecnico di Milano
341,~Chenxi_Zhao3,True,Nankai University,MS student,,2023.0,2026.0,China,CN,Nankai University
342,~Bastian_Wandt2,True,Linköping University,Assistant Professor,,2022.0,2025.0,Linköping,SE,Linköping University
343,~David_Simchi-Levi2,True,Massachusetts Institute of Technology,Full Professor,,2000.0,,,,Massachusetts Institute of Technology
344,~Victor_Gutierrez_Basulto1,False,Cardiff University,Associate Professor,,2018.0,,Cardiff,GB,Cardiff University
345,~mengxi_Chen1,False,Shanghai Jiaotong University,PhD student,,2020.0,2025.0,Shanghai,CN,Shanghai Jiao Tong University
347,~Yanchao_Tan1,True,Fuzhou University,Lecturer,,2022.0,2025.0,Fuzhou,CN,Fuzhou University
348,~Anurag_Ajay1,False,Massachusetts Institute of Technology,PhD student,,2019.0,,,,Massachusetts Institute of Technology
349,~Zhengtao_Yu2,True,Kunming University of Science and Technology,Full Professor,,2009.0,,Kunming,CN,Kunming University of Science and Technology
351,~Menglin_Yang3,True,Yale University,Postdoc,,2023.0,2024.0,New Haven,US,Yale University
352,~Xinyang_Liu5,True,Zhejiang University,MS student,,2021.0,2024.0,,,Zhejiang University
353,~Peter_Wonka1,False,Snap Inc.,Researcher,,2024.0,,Thuwal,SA,Snap Inc.
354,~Peter_Wonka1,False,KAUST,Full Professor,,2015.0,,Thuwal,SA,King Abdullah University of Science and Technology
355,~Andreas_Auer2,True,Johannes Kepler Universität Linz,PhD student,,2022.0,,,AT,", Johannes Kepler Universität Linz"
357,~Andreas_Auer2,True,Amazon,Intern,,2024.0,2024.0,Berlin,DE,Amazon
358,~Chitta_Baral1,True,Arizona State University,Full Professor,,2002.0,,Tempe,US,Arizona State University (ASU)
359,~Rengang_Li1,True,Tsinghua University,PhD student,,2022.0,,Beijing,CN,"Tsinghua University, Beijing"
360,~Rengang_Li1,True,"IEIT SYSTEMS CO.,LTD",Researcher,,2018.0,,Beijing,CN,"IEIT SYSTEMS CO.,LTD"
361,~Mark_Sandler1,True,Google,Research Scientist,,2006.0,,,,Google
362,~Byung_Suk_Lee1,True,University of Vermont,Full Professor,,1999.0,,Burlington,US,University of Vermont
363,~Weizhe_Yuan1,True,New York University,PhD student,,2022.0,2027.0,New York,US,New York University
364,~Zhuopeng_Xu1,True,Central South University,MS student,,2022.0,2025.0,,CN,Central South University
365,~Laura_Strieker1,True,Leibniz Universität Hannover,PhD student,,2023.0,,Hanover,DE,Universität Hannover
367,~Hanling_Zhang3,True,Infinigence AI,Intern,,2024.0,2025.0,Beijing,CN,Infinigence AI
368,~Kristen_Grauman1,False,"University of Texas, Austin",Professor,,2007.0,,Austin,US,The University of Texas at Austin
369,~Kristen_Grauman1,False,"FAIR, Meta",Research Scientist,,2018.0,2025.0,Austin,US,Meta
371,~Cheng_Yang7,True,Tsinghua University,MS student,,2021.0,2024.0,Beijing,CN,"Tsinghua University, Beijing"
372,~Arie_Kaufman1,True,State University of New York at Stony Brook,Full Professor,,1989.0,,STONY BROOK,US,Stony Brook University
373,~Wooseong_Cho1,True,Seoul National University,PhD student,,2022.0,,,KR,Seoul National University
374,~Hongbo_Wang3,True,"Institute of Automation, Chinese Academy of Sciences",PhD student,,2024.0,2029.0,Beijing,CN,University of Chinese Academy of Sciences
375,~Hongbo_Wang3,True,Beijing Institute of Technology,Undergrad student,,2020.0,2024.0,Beijing,CN,Beijing Institute of Technology
376,~Cassidy_Langenfeld1,True,"Department of Computer Science, Cornell University",MS student,,2023.0,2025.0,Ithaca,US,Cornell University
378,~Boyu_Wang3,True,University of Western Ontario,Assistant Professor,,2019.0,2025.0,London,CA,Western University
379,~Xinyi_Chen1,True,Princeton University,PhD student,,2019.0,,,,Princeton University
380,~Xinyi_Chen1,True,Google DeepMind,Researcher,,2018.0,,,,Google
381,~Gregory_Dexter1,True,LinkedIn,Researcher,,2024.0,,Mountain View,US,LinkedIn
382,~Gregory_Dexter1,True,Purdue University,PhD student,,2020.0,,West Lafayette,US,Purdue University
383,~Arijit_Bhattacharjee1,True,Iowa State University,PhD student,,2021.0,,Ames,US,Iowa State University
384,~Yongkai_Wu1,True,Clemson University,Assistant Professor,,2020.0,,,US,Clemson University
385,~Yichen_Bian1,True,Beijing University of Aeronautics and Astronautics,Undergrad student,,2021.0,2025.0,Beijing,CN,Beihang University
386,~Siyuan_Huang8,False,Shanghai Jiaotong University,MS student,,2023.0,2025.0,,CN,Shanghai Jiao Tong University
387,~Shilong_Bao1,True,University of the Chinese Academy of Sciences,Postdoc,,2024.0,,,CN,University of Chinese Academy of Sciences
388,~Shilong_Bao1,True,University of the Chinese Academy of Sciences,PhD student,,2022.0,2024.0,,CN,University of Chinese Academy of Sciences
389,~Marc_Schoenauer1,True,INRIA,Emeritus,,2024.0,,Palaiseau,FR,"Inria, Paris"
390,~Marc_Schoenauer1,True,INRIA,Principal Researcher,,2001.0,2024.0,Palaiseau,FR,"Inria, Paris"
391,~Mohammad_Bashiri3,False,Noselab,Senior Data Scientist,,2024.0,,München,DE,Noselab
393,~Egor_Gladin1,True,Humboldt Universität Berlin,PhD student,,2021.0,2024.0,Berlin,DE,Freie Universität Berlin
394,~Egor_Gladin1,True,Weierstrass Institute for Applied Analysis and Stochastics,Researcher,,2021.0,2024.0,Berlin,DE,Weierstrass Institute for Applied Analysis and Stochastics
395,~Caiming_Xiong1,True,Salesforce Research,Research Scientist,,2016.0,,Palo Alto,US,Salesforce Research Asia
396,~Xinjian_Zhao2,True,Chinese University of Hong Kong (Shenzhen),PhD student,,2023.0,2028.0,Shenzhen,CN,CUHK(Shenzhen)
397,~Xiaohan_Mao1,True,Shanghai Jiaotong University,PhD student,,2022.0,2027.0,Shanghai,CN,Shanghai Jiao Tong University
398,~Felix_Draxler1,True,"University of California, Irvine",Postdoc,,2024.0,,Irvine,US,"University of California, Irvine"
399,~Felix_Draxler1,True,Heidelberg University,PhD student,,2019.0,2024.0,Heidelberg,DE,Heidelberg University
401,~Sangwoo_Hwang1,True,Daegu Gyeongbuk Institute of Science and Technology,PhD student,,2015.0,2025.0,Dalseong,KR,Daegu Gyeongbuk Institute of Science and Technology
402,~Weiyao_Lin1,False,Shanghai Jiao Tong University,Full Professor,,2018.0,,Shanghai,CN,Shanghai Jiao Tong University
404,~Ziwei_Liu1,True,Nanyang Technological University,Assistant Professor,,2020.0,2024.0,Singapore,SG,Nanyang Technological University
405,~Jianhao_He1,True,Chinese University of Hong Kong,Postdoc,,2023.0,,Hongkong,CN,Chinese University of Hong Kong
406,~Matthew_Gombolay1,False,Georgia Institute of Technology,Assistant Professor,,2018.0,,Atlanta,US,Georgia Institute of Technology
407,~Iryna_Korshunova1,True,Google DeepMind,Researcher,,2023.0,,,,Google
408,~Zheda_Mai1,True,"Ohio State University, Columbus",PhD student,,2022.0,2027.0,Columbus,US,The Ohio State University
409,~Junsong_Yuan2,True,State University of New York at Buffalo,Full Professor,,2021.0,2030.0,Buffalo,US,"State University of New York, Buffalo"
410,~Seokjin_Go1,True,Georgia Institute of Technology,PhD student,,2024.0,2029.0,Atlanta,US,Georgia Institute of Technology
411,~Seokjin_Go1,True,Yonsei University,MS student,,2022.0,2024.0,Seoul,KR,Yonsei University
412,~Haoyuan_Wu2,True,University of Hong Kong,Undergrad student,,2022.0,2026.0,Hong Kong,HK,University of Hong Kong
413,~Timothy_Baldwin1,False,Mohamed bin Zayed University of Artificial Intelligence,Full Professor,,2022.0,,Abu Dhabi,AE,Mohamed bin Zayed University of Artificial Intelligence
414,~Timothy_Baldwin1,False,The University of Melbourne,Full Professor,,2014.0,,Melbourne,AU,University of Melbourne
416,~Idan_Arbiv1,True,Ben-Gurion University of the Negev,MS student,,2023.0,2025.0,,IL,Ben-Gurion University of the Negev
417,~Hongxu_Ma1,True,Google,Researcher,,2019.0,,,,Google
418,~Yutao_Dou1,True,Hunan University,PhD student,,2022.0,2026.0,changsha,CN,Hunan University
419,~Ananya_Harsh_Jha2,True,University of Washington,PhD student,,2024.0,,,US,University of Washington
420,~Ananya_Harsh_Jha2,True,Allen Institute for Artificial Intelligence,Researcher,,2022.0,2024.0,,US,Allen Institute for Artificial Intelligence
421,~Zibin_Dong1,True,Tianjin University,MS student,,2023.0,2026.0,Tianjin,CN,Tianjin University of Technology
422,~Georgios_Rizos1,True,University of Cambridge,Postdoc,,2023.0,2024.0,Cambridge,GB,University of Cambridge
423,~Vinu_Sankar_Sadasivan1,True,"University of Maryland, College Park",PhD student,,2021.0,,College Park,US,"University of Maryland, College Park"
424,~Meng_Wang11,True,Tongji University,Associate Professor,,2022.0,,,CN,Tongji University
425,~Ziyao_Guo1,True,"national university of singaore, National University of Singapore",PhD student,,2024.0,2028.0,Singapore,SG,National University of Singapore
426,~Ziyao_Guo1,True,Xidian University,MS student,,2021.0,2024.0,Xian,CN,Xidian University
427,~Shuai_Ma1,True,Beihang  University,Full Professor,,2011.0,,,,Beihang University
429,~Jianyi_Zhang1,True,National Artificial Intelligence Research Resource Pilot & Duke University,Principal investigator,,2024.0,2025.0,,US,Duke University
430,~Jianyi_Zhang1,True,Duke University,phd,,2019.0,2025.0,,US,Duke University
